,Client,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,TransactionsCred,VolumeDeb,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sex_F,Sex_M,Sale_MF,Sale_MF_probability
10,328,-0.7480363688158389,-1.4877365499186246,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.655626829558528,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,0.440401047129217,-0.6009389293560787,-0.8953948939147223,-0.6648248642232022,-0.5877011335450648,-0.7276517281352527,-0.9802290155604082,-0.7020957698564898,-0.6631513181918945,-0.8968581939243913,1,0,0,0.40516776
11,1381,-0.15187896772486442,0.3953315403982643,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.5726719562091332,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.3612652266552898,-0.4326961779688781,-0.841995210141701,-0.6320963682652952,-0.35519007078203296,-0.7276517281352527,-0.6511211635326877,-0.38348165690531105,-0.002374050065126089,-0.8968581939243913,0,1,0,0.489641
12,932,-1.0190170056753727,0.25975063789544833,-0.27626605075640875,1.4709953015969939,1.2688967220329281,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,1.125409380669982,4.6265702676684715,1.3970724062677184,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.908666795698591,-0.6009389293560787,-0.7767641913774402,-0.6648248642232022,-0.5877011335450648,-0.44884645102833587,-0.6511211635326877,-0.7020957698564898,-0.6631513181918945,-0.0292241989330903,1,0,0,0.1748245
13,1274,0.010709414390855907,-1.111122931855247,-0.27626605075640875,-0.4786572013133075,1.0642557248533056,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.6480159396495974,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,0.04293030756282539,-0.09621067519447699,1.5249466382900057,-0.3375399046441322,-0.17507460575258108,4.558410098807812,-0.3220133115049672,-0.38348165690531105,-0.3988404109411872,0.8384097960582106,0,1,1,0.9238256
14,204,0.010709414390855907,-1.4576074604735543,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.6566359026221997,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.5742622176968509,-0.6009389293560787,-0.5123568511410356,0.4261250010403646,-0.5877011335450648,-0.6393981606559905,-0.6511211635326877,-0.06486754395413223,-0.6631513181918945,-0.679949695176566,1,0,0,0.24890588
15,550,1.2572203439447116,1.0581715081898093,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,1.6097819260578017,-0.34757066781809526,-0.29928301559310005,-0.6234914295738833,-0.34139339689038806,-0.21420997400036543,0.7277171252055191,-0.20685257788288558,-0.22623295499723264,-0.059517436600791444,-0.6009389293560787,-0.02904991413820183,-0.6648248642232022,-0.5877011335450648,0.5689402674142404,-0.4536564523160554,-0.7020957698564898,-0.6631513181918945,0.6215012973103854,1,0,0,0.22058114
16,1116,-0.9106247509315593,-1.141252021300317,-0.27626605075640875,1.4709953015969939,-0.1635902582244287,1.6097819260578017,2.877112750272011,2.9252501201519134,-0.5847294642496316,-0.3410763188053692,-0.21420997400036543,0.25793657152336213,1.6740872498800146,7.209235583888622,0.6085130445640987,2.763916098387933,0.9711784205601006,0.6443149740930778,1.6549880840709812,0.34144218235658685,2.9690652087722373,0.8909747948994041,1.9799577543151794,2.5736777860408124,0,1,0,0.25747612
17,469,-0.15187896772486442,1.1184296870799497,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,1.9142749169843185,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,0.5127575932465527,-0.09621067519447699,0.6046032615004945,0.8625049471457912,-0.5877011335450648,1.0797486473335622,-0.190370170693879,-0.38348165690531105,-0.6631513181918945,0.6215012973103854,0,1,1,0.6284724
18,262,-0.15187896772486442,-0.5537347771214477,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,0.8653390999161719,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,0.023917777628678673,-0.6009389293560787,-0.4061700399156559,-0.5557298776968456,-0.3542406804641253,0.2274479910292066,-0.190370170693879,-0.38348165690531105,-0.5309958645665409,1.2722267935538611,1,0,1,0.6143807
19,1572,0.3900823059942033,0.6363642559588261,-0.27626605075640875,1.4709953015969939,0.04105073895519371,-0.6212021540389026,2.877112750272011,-0.29928301559310005,-0.4554133820173359,-0.341260869079055,5.307801594230736,-0.23464467521312996,-0.19094503379734154,-0.22623295499723264,1.9055783404715085,-0.4326961779688781,0.6231986717953226,0.38248700642982175,3.407838471511356,0.23088007420895568,0.9944180966059147,0.25374656899704656,2.640735022441948,-0.46304119642874075,1,0,1,0.88184035
20,661,1.419808726060432,-0.7947674926820095,-0.27626605075640875,1.4709953015969939,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.4363994673596166,0.24009391404505112,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.5640049899570602,-0.4326961779688781,-0.41731683456662966,-0.4466348911704888,-0.262721245120319,0.08951093370976726,-0.3878348819105113,-0.38348165690531105,0.2619368571855813,-0.679949695176566,1,0,1,0.5896336
21,1142,0.010709414390855907,-1.6383819971439757,-0.27626605075640875,5.370300307417597,0.04105073895519371,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,2.3940026430152908,-0.17316334645066836,-0.1280010637013537,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.8988163537158667,-0.7691816807432792,-0.8972983175100017,-0.6648248642232022,-0.5877011335450648,-0.7276517281352527,-1.0460505859659524,-0.7020957698564898,-0.6631513181918945,-0.8968581939243913,1,0,0,0.096005894
22,1379,0.3358861786222965,0.3652024509531941,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.44471059407921976,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.18164656364646523,-0.4326961779688781,-0.23446081307742908,-0.4466348911704888,-0.16049519481399618,0.4791340908774727,0.4020239629560179,-0.06486754395413223,0.6584032180616424,1.2722267935538611,1,0,1,0.70144284
23,536,-0.6396441140720254,-1.4274783710284842,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.2704653881075606,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.7481133497614978,-0.4326961779688781,-0.7174074839052291,-0.6648248642232022,-0.5877011335450648,-0.30787526874546595,-0.914407445154864,-0.7020957698564898,-0.6631513181918945,-0.679949695176566,0,1,0,0.2780281
24,761,0.17329779650657623,-1.4425429157510192,-0.27626605075640875,1.4709953015969939,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.5822704205759186,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.1054441986097143,0.24027482757992413,-0.2033443362958356,-0.4248158938652176,0.0014600456061212407,0.13224854092426172,0.3362023925504738,0.5723606819482254,0.5262477644362887,0.40459279856256014,1,0,1,0.5940038
25,1034,1.474004853432339,0.9527196951320634,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.5645791985573074,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.8506839165380558,-0.6009389293560787,-0.8554576061155864,-0.5993678723073883,-0.5705046296735309,-0.6867935950430017,-0.4536564523160554,-0.06486754395413223,-0.002374050065126089,-0.679949695176566,0,1,1,0.66377765
26,247,0.7694551975975508,0.9527196951320634,-0.27626605075640875,1.4709953015969939,-0.1635902582244287,-0.6212021540389026,2.877112750272011,-0.29928301559310005,-0.2556352168179132,-0.10947514116000974,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,3.0992745515561078,0.9132458331287264,0.2976018002029615,1.0806949201985045,0.6466854099834812,0.21175846792178216,0.4020239629560179,0.5723606819482254,-0.26668495731583347,0.8384097960582106,1,0,1,0.6177585
27,253,-0.2060750950967712,-1.4425429157510192,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,1.6097819260578017,2.877112750272011,-0.29928301559310005,-0.619363214340189,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,6.735199661048541,-0.22623295499723264,0.46773403931051083,0.24027482757992413,0.7081529658538689,-0.6648248642232022,-0.5877011335450648,0.49841912969701524,-0.12454860028833489,-0.7020957698564898,-0.6631513181918945,0.18768429981473495,0,1,0,0.38126424
28,1542,0.8236513249694575,-0.7043802243467988,-0.27626605075640875,1.4709953015969939,-0.1635902582244287,-0.6212021540389026,2.877112750272011,-0.29928301559310005,-0.6255661436883082,4.637698366696815,-0.21420997400036543,-0.23464467521312996,-0.20048956024866796,-0.22623295499723264,-0.46335408245964455,0.07203207619272357,-0.8952218554060605,-0.6648248642232022,-0.5877011335450648,-0.7260174028115626,-0.84858587474932,-0.7020957698564898,-0.6631513181918945,-0.679949695176566,1,0,1,0.70987016
29,631,1.3114164713166185,0.621299711236291,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.4591504046638976,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.6847543298216999,-0.6009389293560787,-0.6709985558821433,-0.6648248642232022,-0.5877011335450648,-0.19780345819494174,-0.84858587474932,-0.7020957698564898,-0.6631513181918945,-0.46304119642874075,1,0,0,0.37426406
30,1477,1.2572203439447116,1.1334942318024848,-0.27626605075640875,5.370300307417597,-0.1635902582244287,1.6097819260578017,-0.34757066781809526,-0.29928301559310005,0.031879896344685944,-0.2012479434569217,-0.21420997400036543,0.3359382830344913,-0.20685257788288558,-0.22623295499723264,-0.5878407878500999,-0.4326961779688781,-0.509435961114825,-0.2284449181177755,-0.21324726174241318,-0.3159651790977317,0.20455925173938558,0.25374656899704656,0.39409231081093504,0.40459279856256014,1,0,0,0.084416434
31,238,-0.9106247509315593,2.2181414518250127,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.32895086357453746,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.5137223017421062,-0.4326961779688781,-0.4212243901692297,-0.010254945065062205,-0.4537296205708957,-0.5710833621257468,-0.2561917410994231,-0.06486754395413223,-0.3988404109411872,0.18768429981473495,0,1,0,0.17309086
32,457,1.7449854902918727,-1.6383819971439757,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,1.6097819260578017,-0.34757066781809526,-0.29928301559310005,-0.4080485073048224,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,1.9262792536782567,1.92270234145193,1.7226386354348489,0.7534099606194345,-0.0818014852743756,0.04072632279761949,0.7311318149837384,-0.06486754395413223,-0.002374050065126089,-0.24613269768091553,1,0,1,0.7245364
33,370,1.9617699997794997,-1.6233174524214407,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.44216316292569224,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.9088447003190069,-0.7691816807432792,-0.8953948939147223,-0.6648248642232022,-0.5877011335450648,-0.7276517281352527,-0.9802290155604082,-0.7020957698564898,-0.6631513181918945,-0.8968581939243913,0,1,1,0.52782416
34,1556,1.0404358344570845,0.8020742479067123,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,2.877112750272011,-0.29928301559310005,-0.6461381736372535,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.34474553303401567,-0.22623295499723264,-0.39565692677585723,-0.4326961779688781,-0.4358046149090701,-0.6648248642232022,-0.5877011335450648,0.36203468143508133,-0.7827643043437759,-0.7020957698564898,-0.6631513181918945,-0.0292241989330903,0,1,0,0.4915922
35,981,-0.3686634772124915,-0.7495738585144042,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,0.9469563067475253,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.9088453845675469,-0.7691816807432792,-0.8834552368170603,-0.6211868696126596,-0.5877011335450648,-0.7276517281352527,-0.9802290155604082,-0.38348165690531105,-0.6631513181918945,-0.8968581939243913,0,1,0,0.4934672
36,79,0.010709414390855907,-0.5085411429538423,-0.27626605075640875,3.420647804507295,0.04105073895519371,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.458931619655039,0.25282811832512686,3.4192241790051514,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.8606144155999672,-0.4326961779688781,-0.8972983175100017,-0.6648248642232022,-0.5877011335450648,-0.7276517281352527,-1.0460505859659524,-0.7020957698564898,-0.6631513181918945,-0.8968581939243913,1,0,1,0.74290717
37,1045,0.6610629428537372,-1.261768379080598,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,1.6097819260578017,-0.34757066781809526,-0.29928301559310005,-0.3836743599300636,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.8061974977059622,-0.4326961779688781,-0.44891747309545876,-0.6648248642232022,-0.5877011335450648,-0.16217516613849892,-0.5852995931271435,-0.7020957698564898,-0.6631513181918945,-0.24613269768091553,0,1,0,0.19471827
38,943,-1.5067821520225337,0.621299711236291,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,2.877112750272011,-0.29928301559310005,-0.39708721198456615,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.19635359878642653,-0.22623295499723264,-0.7115388967981345,-0.6009389293560787,-0.6920563041552282,-0.5993678723073883,0.08056754602015068,-0.5974041714637749,-0.0587270298827908,-0.06486754395413223,0.7905586716869961,-0.679949695176566,1,0,1,0.7344957
39,1423,1.419808726060432,-0.8851547610172201,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.39856525861760717,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.3146761120595875,-0.6009389293560787,-0.36613931132184285,0.9715999336721477,-0.5877011335450648,-0.7037088621431936,-0.84858587474932,-0.38348165690531105,-0.6631513181918945,-0.679949695176566,0,1,1,0.7754753
40,1311,1.3656125986885252,0.3953315403982643,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.566404348022844,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.15616377951749752,-0.4326961779688781,-0.18347640080830885,-0.6102773709600239,0.2141037724900716,0.5400944254511111,0.07291611092829739,-0.38348165690531105,-0.26668495731583347,1.4891352923016863,1,0,1,0.70286816
41,819,-0.3686634772124915,1.0883005976348794,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,2.877112750272011,6.149783255896927,-0.4677075605331966,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.18680907233510008,2.5652563659874166,-0.02877517606864177,-0.09621067519447699,-0.5232018666329032,-0.6648248642232022,0.25736910144935904,-0.6214205820954001,-0.2561917410994231,-0.7020957698564898,-0.002374050065126089,-0.46304119642874075,0,1,1,0.6680697
42,1352,1.419808726060432,-0.7495738585144042,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,0.6405996865054806,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.7822587204076431,-0.6009389293560787,-0.823009424971332,-0.6539153655705665,-0.22109316663380055,-0.7276517281352527,-0.84858587474932,-0.38348165690531105,-0.3988404109411872,-0.8968581939243913,1,0,1,0.73158824
43,436,-0.7480363688158389,-0.5838638665665179,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.633390619342579,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,0.24616649318041017,0.07203207619272357,0.20398796701694577,1.353432386514396,-0.32330488652023043,0.2334132784606752,0.07291611092829739,1.209588907850583,-0.3988404109411872,-0.0292241989330903,0,1,0,0.34437272
44,393,1.0404358344570845,0.9225906056869932,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.5355583653907889,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,2.238717400798405,-0.4326961779688781,2.9125943508013106,-0.6648248642232022,-0.5877011335450648,-0.49067455620019695,-0.4536564523160554,-0.7020957698564898,-0.6631513181918945,-0.0292241989330903,0,1,1,0.61127174
45,1532,-0.3144673498405847,-0.11686298016792947,-0.27626605075640875,-0.4786572013133075,0.24569173613481612,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.14236011036345478,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,1.280760207357117,-0.26445342658167753,0.5564556425423756,-0.6648248642232022,0.5722854525042842,2.16804588037876,-0.12454860028833489,-0.7020957698564898,-0.002374050065126089,0.8384097960582106,0,1,1,0.9688483
46,1019,-1.235801515163,-1.0508647529651063,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.4605165631460205,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.30109206791801807,-0.6009389293560787,-0.19384902117152966,-0.05389293967560485,0.6102109087509631,-0.15653674377176827,2.1792063639057084,1.8468171337529407,2.640735022441948,0.18768429981473495,1,0,1,0.80214787
47,971,0.9862397070851778,-0.7947674926820095,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.6403954830957925,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.5866809865746958,-0.6009389293560787,-0.615128920436484,-0.6648248642232022,0.32488150086750933,-0.4791648201081098,-0.190370170693879,-0.7020957698564898,0.5262477644362887,-0.24613269768091553,0,1,1,0.88469154
48,1439,-0.8564286235596524,-1.53293018408623,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,4.663886087486235,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,0.02087595074383561,-0.4326961779688781,0.29730486612209794,-0.4793633871283959,0.5527136815354946,1.4329279841083036,-0.12454860028833489,-0.38348165690531105,0.2619368571855813,0.18768429981473495,1,0,1,0.69446117
49,1015,-0.5312518593282118,-0.192185703780605,-0.27626605075640875,1.4709953015969939,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.19440723383019454,0.9449189505546303,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.7776715181950713,-0.4326961779688781,0.9810952574915065,-0.6648248642232022,2.7862547173523815,2.1590195016160196,0.9944180966059147,-0.7020957698564898,0.7905586716869961,3.224403282284288,0,1,0,0.2520057
50,256,-0.6396441140720254,-0.23737933794821037,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,1.6097819260578017,-0.34757066781809526,-0.29928301559310005,-0.32385246576828985,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,0.5213647556319853,-0.26445342658167753,-0.30406105418539936,-0.3375399046441322,0.7281681774947663,-0.7276517281352527,-0.12454860028833489,-0.06486754395413223,0.2619368571855813,-0.8968581939243913,1,0,1,0.6565681
51,1285,1.907573872407593,-1.5781238182538353,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.6079416802132745,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.3798528382460585,-0.6009389293560787,-0.3445565642134781,-0.5884583736547525,-0.23899902629003525,0.34936866017648355,-0.2561917410994231,-0.38348165690531105,0.39409231081093504,-0.46304119642874075,0,1,0,0.25213003
52,1084,-0.964820878303466,-0.10179843544539435,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,-0.6212021540389026,-0.34757066781809526,-0.29928301559310005,-0.3489372484807582,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,-0.20685257788288558,-0.22623295499723264,-0.6659132041468386,-0.6009389293560787,-0.1880695349822267,0.9715999336721477,0.3676685520628697,-0.7276517281352527,-0.0587270298827908,0.5723606819482254,0.2619368571855813,-0.8968581939243913,0,1,1,0.6548504
53,998,-0.2060750950967712,-1.53293018408623,-0.27626605075640875,-0.4786572013133075,-0.1635902582244287,1.6097819260578017,2.877112750272011,-0.29928301559310005,0.7611870371723669,-0.34139339689038806,-0.21420997400036543,-0.23464467521312996,1.954495892493534,-0.22623295499723264,0.6283757533092716,0.4085175789671247,0.7707306121263101,0.5352199875667211,0.21417542458953626,1.9325968026213542,0.7969533853892825,0.25374656899704656,0.1297814035602276,2.139860788545162,0,1,1,0.71568567
